step,elapsed_s,step_time_s,training_time_s,grad_norm,learning_rate,loss,rlt_loss,vla_loss
1963,729,0.358,0.355,0.543,2.52e-06,0.528,0.528,0.0
1964,729,0.354,0.352,0.455,2.52e-06,0.54,0.54,0.0
1965,729,0.356,0.353,0.383,2.52e-06,0.585,0.585,0.0
1966,730,0.356,0.353,0.512,2.52e-06,0.562,0.562,0.0
1967,730,0.355,0.352,0.404,2.52e-06,0.543,0.543,0.0
1968,731,0.361,0.359,0.418,2.52e-06,0.548,0.548,0.0
1969,731,0.357,0.355,0.4,2.51e-06,0.537,0.537,0.0
1970,731,0.359,0.357,0.471,2.51e-06,0.547,0.547,0.0
1971,732,0.359,0.356,0.379,2.51e-06,0.532,0.532,0.0
1972,732,0.358,0.356,0.688,2.51e-06,0.565,0.565,0.0
1973,732,0.36,0.358,0.451,2.51e-06,0.552,0.552,0.0
1974,733,0.36,0.357,0.473,2.51e-06,0.535,0.535,0.0
1975,733,0.356,0.353,0.404,2.51e-06,0.55,0.55,0.0
1976,733,0.356,0.353,0.441,2.51e-06,0.534,0.534,0.0
1977,734,0.355,0.352,0.586,2.51e-06,0.55,0.55,0.0
1978,734,0.358,0.355,0.396,2.51e-06,0.569,0.569,0.0
1979,735,0.356,0.353,0.418,2.51e-06,0.536,0.536,0.0
1980,735,0.355,0.352,0.395,2.51e-06,0.559,0.559,0.0
1981,735,0.36,0.357,0.398,2.51e-06,0.561,0.561,0.0
1982,736,0.356,0.354,0.393,2.5e-06,0.555,0.555,0.0
1983,736,0.358,0.356,0.383,2.5e-06,0.532,0.532,0.0
1984,736,0.359,0.356,0.648,2.5e-06,0.554,0.554,0.0
1985,737,0.359,0.356,0.387,2.5e-06,0.556,0.556,0.0
1986,737,0.361,0.358,0.539,2.5e-06,0.516,0.516,0.0
1987,737,0.359,0.357,0.414,2.5e-06,0.532,0.532,0.0
1988,738,0.358,0.355,0.398,2.5e-06,0.563,0.563,0.0
1989,738,0.355,0.352,0.381,2.5e-06,0.552,0.552,0.0
1990,738,0.354,0.352,0.471,2.5e-06,0.545,0.545,0.0
1991,739,0.355,0.352,0.451,2.5e-06,0.553,0.553,0.0
1992,739,0.353,0.351,0.385,2.5e-06,0.531,0.531,0.0
1993,740,0.355,0.353,0.527,2.5e-06,0.546,0.546,0.0
1994,740,0.355,0.353,0.416,2.5e-06,0.574,0.574,0.0
1995,740,0.352,0.349,0.383,2.5e-06,0.561,0.561,0.0
1996,741,0.352,0.35,0.467,2.5e-06,0.542,0.542,0.0
1997,741,0.352,0.35,0.498,2.5e-06,0.538,0.538,0.0
1998,741,0.356,0.354,0.49,2.5e-06,0.58,0.58,0.0
1999,742,0.356,0.353,0.398,2.5e-06,0.519,0.519,0.0
2000,765,23.5,0.352,0.723,2.5e-06,0.571,0.571,0.0
